COD PEDIDO,COD ARTICULO,NOMBRE ARTICULO,NUCLEO,GROSOR,FIRMEZA,ID MUJER1,MUJER1 altura,MUJER1 peso,MUJER1 imc,MUJER1 VALORACION,MUJER1 MOLESTIAS ANTES,MUJER1 MOLESTIAS DESPUES,ID HOMBRE1,HOMBRE1 altura,HOMBRE1 peso,HOMBRE1 imc,HOMBRE1 VALORACION,HOMBRE1 MOLESTIAS ANTES,HOMBRE1 MOLESTIAS DESPUES,ID NIÑO,NIÑO/A altura,NIÑO/A peso,NIÑO/A imc,NIÑO/A valoracion
10741,719,Corintio,muelles,30 cm,4,5044,"1,79",82,26,"4,5",si,no,5043,"1,88",95,27,"4,5",si,no,,,,,
17166,719,Corintio,muelles,30 cm,4,2788,"1,7",60,21,4,no,no,2787,"1,8",85,26,4,no,no,,,,,
13046,906,D´Or,muelles Ensacados,23 cm,4,,,,,,,,5145,"1,71",72,25,4,no,no,,,,,
13223,906,D´Or,muelles Ensacados,23 cm,4,,,,,,,,5080,"1,73",80,27,5,-,-,,,,,
13357,906,D´Or,muelles Ensacados,23 cm,4,,,,,,,,5108,"1,8",84,26,"4,5",no,no,,,,,
15766,906,D´Or,muelles Ensacados,25 cm,4,2392,"1,6",69,27,5,si,si,,,,,,,,,,,,
16163,906,D´Or,muelles Ensacados,25 cm,4,2405,"1,65",56,21,4,no,no,2406,"1,7",70,24,4,no,no,,,,,
17288,906,D´Or,muelles Ensacados,25 cm,4,,,,,,,,2431,"1,84",104,31,4,no,no,,,,,
19666,906,D´Or,muelles Ensacados,25 cm,4,,,,,,,,2455,"1,7",76,26,4,no,no,,,,,
22129,906,D´Or,muelles Ensacados,25 cm,4,2891,"1,65",55,20,5,no,no,2890,"1,9",87,24,5,no,no,,,,,
27937,906,D´Or,muelles Ensacados,25 cm,4,2974,"1,7",80,28,5,no,no,2975,"1,72",80,27,5,no,no,,,,,
4460,528,DL 18,látex,21 cm,3,3431,"1,7",65,22,5,no,no,3432,"1,7",70,24,5,si,si,,,,,
4460,528,DL 18,látex,21 cm,3,5604,"1,7",65,22,5,no,no,5605,"1,7",70,24,5,si,si,,,,,
28652,1193,"Do it Yourself, a medida",espumación HR,25 cm,4,2984,"1,63",75,28,5,no,no,,,,,,,,,,,,
28707,1193,"Do it Yourself, a medida",espumación HR,25 cm,4,,,,,,,,2985,"1,8",80,25,5,si,no,,,,,
30575,1193,"Do it Yourself, a medida",espumación HR,25 cm,4,,,,,,,,2994,"1,83",95,28,5,no,no,,,,,
9300,823,Doble Confort,muelles,26 cm,3,4571,"1,5",48,21,"1,5",no,no,,,,,,,,,,,,
13227,823,Doble Confort,muelles,26 cm,3,5107,"1,63",60,23,5,no,no,,,,,,,,,,,,
13986,823,Doble Confort,muelles,26 cm,3,5186,"1,64",60,22,4,no,no,,,,,,,,,,,,
14800,823,Doble Confort,muelles,26 cm,3,,,,,,,,5246,"1,9",110,30,5,no,no,,,,,
17699,823,Doble Confort,muelles,26 cm,3,,,,,,,,2236,"1,73",70,23,5,no,no,,,,,
19956,823,Doble Confort,muelles,26 cm,3,,,,,,,,2250,"1,8",80,25,5,-,-,,,,,
25330,823,Doble Confort,muelles,26 cm,3,2956,"1,67",55,20,5,no,no,2957,"1,9",90,25,5,no,no,,,,,
11362,524,Dormifoam Visco,espumación HR,27 cm,4,,,,,,,,4900,"1,75",70,23,4,si,no,,,,,
14509,524,Dormifoam Visco,espumación HR,27 cm,4,5234,"1,55",58,24,5,si,si,,,,,,,,,,,,
14754,524,Dormifoam Visco,espumación HR,27 cm,4,,,,,,,,,,,,,,,5245,"1,1",16,13,5
9167,525,Dormivisco,espumación HR,24 cm,4,4284,"1,65",58,21,5,si,no,4285,"1,78",85,27,5,si,no,,,,,
8126,709,Draco (Pikolín),espumación HR,"24,5 cm",4,4271,"1,69",85,30,5,no,no,4270,"1,7",80,28,5,no,no,,,,,
8257,709,Draco (Pikolín),espumación HR,"24,5 cm",4,4177,"1,75",65,21,5,si,no,4176,"1,8",80,25,5,si,no,,,,,
8257,709,Draco (Pikolín),espumación HR,"24,5 cm",4,6301,"1,75",65,21,5,si,no,6300,"1,8",80,25,5,si,no,,,,,
8557,709,Draco (Pikolín),espumación HR,"24,5 cm",4,,,,,,,,4231,"1,78",77,24,4,si,si,,,,,
8557,709,Draco (Pikolín),espumación HR,"24,5 cm",4,,,,,,,,6355,"1,78",77,24,4,si,si,,,,,
9682,709,Draco (Pikolín),espumación HR,"24,5 cm",5,,,,,,,,4807,"1,76",70,23,5,no,no,,,,,
11580,709,Draco (Pikolín),espumación HR,"24,5 cm",5,5087,"1,67",60,22,5,si,no,,,,,,,,,,,,
13111,709,Draco (Pikolín),espumación HR,26 cm,5,5127,"1,58",55,22,5,no,no,5126,"1,8",77,24,5,no,no,,,,,
13186,709,Draco (Pikolín),espumación HR,26 cm,5,5106,"1,7",70,24,5,no,no,5105,"1,8",80,25,5,no,no,,,,,
13220,709,Draco (Pikolín),espumación HR,26 cm,5,5079,"1,75",65,21,5,no,no,,,,,,,,,,,,
15786,709,Draco (Pikolín),espumación HR,26 cm,5,2486,"1,67",65,23,"4,5",si,no,2487,"1,7",78,27,"4,5",si,no,,,,,
16548,709,Draco (Pikolín),espumación HR,26 cm,5,2495,"1,65",52,19,"4,5",si,no,2494,"1,76",75,24,"4,5",si,no,,,,,
16717,709,Draco (Pikolín),espumación HR,26 cm,5,2502,"1,56",47,19,2,si,si,,,,,,,,,,,,
16799,709,Draco (Pikolín),espumación HR,26 cm,5,2506,"1,67",85,30,5,si,no,2505,"1,65",100,37,5,si,no,,,,,
16933,709,Draco (Pikolín),espumación HR,26 cm,5,,,,,,,,2524,"1,78",85,27,5,si,no,,,,,
17175,709,Draco (Pikolín),espumación HR,26 cm,5,,,,,,,,2512,"1,74",70,23,5,no,no,,,,,
17238,709,Draco (Pikolín),espumación HR,26 cm,5,2510,"1,72",61,21,5,no,no,2509,"1,9",93,26,5,no,no,,,,,
18373,709,Draco (Pikolín),espumación HR,26 cm,5,,,,,,,,2255,"1,75",80,26,"3,5",no,no,,,,,
19545,709,Draco (Pikolín),espumación HR,26 cm,5,3254,"1,76",76,25,2,si,si,3253,2,110,28,2,si,si,,,,,
20786,709,Draco (Pikolín),espumación HR,26 cm,5,,,,,,,,2872,"1,74",123,41,4,no,no,,,,,
21039,709,Draco (Pikolín),espumación HR,26 cm,5,,,,,,,,2873,"1,7",80,28,4,si,si,,,,,
21311,709,Draco (Pikolín),espumación HR,26 cm,5,,,,,,,,2874,"1,76",80,26,5,no,no,,,,,
21916,709,Draco (Pikolín),espumación HR,26 cm,5,3020,"1,65",55,20,5,no,no,3019,"1,75",90,29,5,no,no,,,,,
23295,709,Draco (Pikolín),espumación HR,26 cm,5,,,,,,,,3028,"1,71",59,20,5,si,no,,,,,
23446,709,Draco (Pikolín),espumación HR,26 cm,5,3037,"1,55",70,29,5,si,no,3036,"1,65",80,29,5,no,no,,,,,
24699,709,Draco (Pikolín),espumación HR,26 cm,5,,,,,,,,3060,"1,83",130,39,5,si,no,,,,,
5194,689,Dream,espumación HR,30 cm,4,3987,"1,62",67,26,5,si,si,,,,,,,,,,,,
5194,689,Dream,espumación HR,30 cm,4,6122,"1,62",67,26,5,si,si,,,,,,,,,,,,
6777,689,Dream,espumación HR,30 cm,4,,,,,,,,4091,"1,72",72,24,4,no,no,,,,,
6777,689,Dream,espumación HR,30 cm,4,,,,,,,,6225,"1,72",72,24,4,no,no,,,,,
7012,689,Dream,espumación HR,30 cm,4,3505,"1,65",60,22,2,no,si,3504,"1,87",103,29,2,no,no,,,,,
7012,689,Dream,espumación HR,30 cm,4,5671,"1,65",60,22,2,no,si,5670,"1,87",103,29,2,no,no,,,,,
9553,863,Dream,muelles,31 cm,4,4777,"1,63",68,26,5,si,no,4776,"1,75",78,25,5,no,no,,,,,
10040,863,Dream,muelles,31 cm,4,5010,"1,67",65,23,"3,5",no,no,5009,"1,87",100,29,"3,5",no,no,,,,,
10476,863,Dream,muelles,31 cm,4,5036,"1,68",66,23,4,si,no,5035,"1,78",78,25,4,si,no,,,,,
11935,863,Dream,muelles,31 cm,4,4815,"1,78",75,24,"4,5",no,-,4814,"1,9",115,32,"4,5",no,no,,,,,
12085,863,Dream,muelles,31 cm,4,4880,"1,72",62,21,5,no,no,4881,"1,75",70,23,5,no,no,,,,,
12186,863,Dream,muelles,31 cm,4,,,,,,,,4878,"1,8",75,23,4,no,no,,,,,
12264,863,Dream,muelles,31 cm,4,,,,,,,,5197,"1,85",84,25,5,no,no,,,,,
12681,863,Dream,muelles,31 cm,4,,,,,,,,5204,"1,83",85,25,5,no,no,,,,,
13203,863,Dream,muelles,31 cm,4,,,,,,,,5211,"1,94",88,23,4,si,no,,,,,
13454,863,Dream,muelles,31 cm,4,,,,,,,,5217,"1,75",90,29,4,no,no,,,,,
13512,863,Dream,muelles,31 cm,4,,,,,,,,5155,"1,8",85,26,4,no,si,,,,,
13530,863,Dream,muelles,31 cm,4,,,,,,,,5098,"1,8",70,22,5,no,no,,,,,
14253,863,Dream,muelles,31 cm,4,,,,,,,,5156,"1,68",95,34,4,no,no,,,,,
16223,863,Dream,muelles,31 cm,4,2491,"1,6",56,22,"3,5",no,no,2490,"1,72",65,22,"3,5",no,no,,,,,
16839,863,Dream,muelles,31 cm,4,2480,"1,6",70,27,5,no,no,2479,"1,7",75,26,5,no,no,,,,,
17370,863,Dream,muelles,31 cm,4,2514,"1,6",52,20,2,no,no,2513,"1,92",125,34,4,no,no,,,,,
18414,863,Dream,muelles,31 cm,4,2523,"1,6",75,29,4,no,no,2522,"1,7",110,38,4,si,no,,,,,
20980,863,Dream,muelles,31 cm,4,2552,"1,74",56,18,5,no,no,2553,"1,93",80,21,5,no,no,,,,,
21610,863,Dream,muelles,31 cm,4,3017,"1,6",60,23,5,no,no,3016,"1,77",77,25,5,no,no,,,,,
24540,863,Dream,muelles,31 cm,4,2951,"1,65",60,22,5,no,no,2950,"1,81",98,30,5,no,no,,,,,
26324,863,Dream,muelles,31 cm,4,,,,,,,,3046,"1,75",100,33,5,no,no,,,,,
9236,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,,,,,,,,4484,"1,82",80,24,5,no,no,,,,,
9995,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,4839,"1,72",56,19,"4,5",no,no,,,,,,,,,,,,
10627,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,,,,,,,,5040,"1,8",88,27,4,no,no,,,,,
10698,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,,,,,,,,5049,"1,68",65,23,4,no,no,,,,,
11032,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,4891,"1,6",52,20,5,si,si,4890,"1,69",74,26,5,no,no,,,,,
11667,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,4904,"1,7",75,26,4,no,no,4903,"1,87",80,23,4,no,no,,,,,
13023,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,5210,"1,7",80,28,5,no,no,,,,,,,,,,,,
15203,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,,,,,,,,5252,"1,7",85,29,5,no,no,,,,,
16247,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,2500,"1,6",50,20,4,no,no,2499,"1,85",95,28,4,no,no,,,,,
16553,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,,,,,,,,2501,"1,7",70,24,4,no,no,,,,,
20442,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,2551,"1,7",60,21,5,no,no,2550,"1,9",90,25,5,si,no,,,,,
15024,865,E-Mood Smart Pik,muelles,29 cm,4,,,,,,,,5248,"1,75",72,24,5,si,no,,,,,
15416,938,Elyo,espumación HR,31 cm,3,,,,,,,,5257,"1,9",78,22,4,no,no,,,,,
18287,938,Elyo,espumación HR,31 cm,3,2308,"1,6",60,23,5,no,no,2307,"1,7",88,30,4,si,si,,,,,
6428,728,Encanto,muelles,22 cm,4,,,,,,,,,,,,,,,4065,"1,8",60,19,5
6428,728,Encanto,muelles,22 cm,4,,,,,,,,,,,,,,,6199,"1,8",60,19,5
7684,813,Ensacado Basic,muelles Ensacados,26 cm,4,4164,"1,75",60,20,5,no,no,4163,"1,85",120,35,5,no,no,,,,,
7684,813,Ensacado Basic,muelles Ensacados,26 cm,4,6288,"1,75",60,20,5,no,no,6287,"1,85",120,35,5,no,no,,,,,
7771,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,4169,"1,73",65,22,5,no,no,,,,,
7771,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,6293,"1,73",65,22,5,no,no,,,,,
7937,813,Ensacado Basic,muelles Ensacados,26 cm,4,4267,"1,75",70,23,5,no,no,4266,"1,7",70,24,5,no,no,,,,,
8072,813,Ensacado Basic,muelles Ensacados,26 cm,4,4195,"1,61",60,23,"3,5",no,no,4194,"1,8",82,25,"3,5",no,no,,,,,
8072,813,Ensacado Basic,muelles Ensacados,26 cm,4,6319,"1,61",60,23,"3,5",no,no,6318,"1,8",82,25,"3,5",no,no,,,,,
8286,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,4178,"1,85",92,27,3,no,no,,,,,
8286,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,6302,"1,85",92,27,3,no,no,,,,,
8427,813,Ensacado Basic,muelles Ensacados,26 cm,4,4220,"1,7",75,26,4,si,no,4219,"1,8",100,31,4,no,no,,,,,
8427,813,Ensacado Basic,muelles Ensacados,26 cm,4,6344,"1,7",75,26,4,si,no,6343,"1,8",100,31,4,no,no,,,,,
8485,813,Ensacado Basic,muelles Ensacados,26 cm,4,4223,"1,74",65,21,5,no,no,,,,,,,,,,,,
8485,813,Ensacado Basic,muelles Ensacados,26 cm,4,6347,"1,74",65,21,5,no,no,,,,,,,,,,,,
8527,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,4227,"1,82",72,22,5,si,si,,,,,
8527,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,6351,"1,82",72,22,5,si,si,,,,,
8627,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,4246,"1,7",69,24,4,si,si,,,,,
8627,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,6368,"1,7",69,24,4,si,si,,,,,
8757,813,Ensacado Basic,muelles Ensacados,26 cm,4,4474,"1,67",65,23,5,no,no,4475,"1,74",72,24,5,no,no,,,,,
8764,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,4476,"1,65",80,29,5,si,si,,,,,
8777,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,,,,,,,,4567,"1,48",45,21,5
8791,813,Ensacado Basic,muelles Ensacados,26 cm,4,4369,"1,68",50,18,"3,5",no,no,4370,"1,75",62,20,"3,5",no,no,,,,,
9198,813,Ensacado Basic,muelles Ensacados,26 cm,4,4292,"1,68",74,26,4,no,-,4293,"1,7",83,29,1,no,si,,,,,
9247,813,Ensacado Basic,muelles Ensacados,26 cm,4,4486,"1,65",70,26,5,no,no,4485,"1,75",72,24,5,no,no,,,,,
11307,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,4816,"1,9",85,24,4,si,si,,,,,
11507,813,Ensacado Basic,muelles Ensacados,26 cm,4,4833,"1,6",55,21,4,no,no,4832,"1,75",70,23,4,no,no,,,,,
14130,813,Ensacado Basic,muelles Ensacados,26 cm,4,2094,"1,63",60,23,4,no,no,,,,,,,,,,,,
16915,813,Ensacado Basic,muelles Ensacados,26 cm,4,2508,"1,7",60,21,5,si,no,,,,,,,,,,,,
25022,813,Ensacado Basic,muelles Ensacados,26 cm,4,,,,,,,,3004,"1,7",80,28,5,no,no,,,,,
26454,813,Ensacado Basic,muelles Ensacados,26 cm,4,3005,"1,7",65,22,5,si,no,,,,,,,,,,,,
29403,813,Ensacado Basic,muelles Ensacados,26 cm,4,3014,"1,6",90,35,5,si,no,,,,,,,,,,,,
11773,897,Ensacado Soft,muelles Ensacados,26 cm,3,,,,,,,,,,,,,,,5071,"1,62",55,21,4
12461,897,Ensacado Soft,muelles Ensacados,26 cm,3,,,,,,,,5096,"1,82",72,22,5,no,no,,,,,
12989,897,Ensacado Soft,muelles Ensacados,26 cm,3,,,,,,,,5185,"1,71",70,24,5,no,no,,,,,
14131,897,Ensacado Soft,muelles Ensacados,26 cm,3,5178,"1,6",60,23,"4,5",no,no,5177,"1,65",80,29,"4,5",no,no,,,,,
14170,897,Ensacado Soft,muelles Ensacados,26 cm,3,5225,"1,6",47,18,"4,5",no,no,,,,,,,,,,,,
15268,897,Ensacado Soft,muelles Ensacados,26 cm,3,5255,"1,75",90,29,5,no,no,,,,,,,,,,,,
17996,897,Ensacado Soft,muelles Ensacados,26 cm,3,2281,"1,59",64,25,4,no,no,2282,"1,95",100,26,4,no,no,,,,,
18734,897,Ensacado Soft,muelles Ensacados,26 cm,3,,,,,,,,,,,,,,,2297,"1,2",20,14,5
18758,897,Ensacado Soft,muelles Ensacados,26 cm,3,2301,"1,64",75,28,5,no,no,,,,,,,,,,,,
19201,897,Ensacado Soft,muelles Ensacados,26 cm,3,2302,"1,6",50,20,5,no,no,,,,,,,,,,,,
21519,897,Ensacado Soft,muelles Ensacados,26 cm,3,,,,,,,,2877,"1,85",90,26,"2,5",no,no,,,,,
22819,897,Ensacado Soft,muelles Ensacados,26 cm,3,,,,,,,,2917,"1,78",63,20,5,no,no,,,,,
25827,897,Ensacado Soft,muelles Ensacados,26 cm,3,,,,,,,,2958,"1,78",65,21,5,no,no,,,,,
28755,897,Ensacado Soft,muelles Ensacados,26 cm,3,2986,"1,6",55,21,5,no,no,,,,,,,,,,,,
27382,975,Ergolastic,muelles Ensacados,28 cm,4,2966,"1,65",70,26,5,no,no,2965,"1,95",100,26,5,no,no,,,,,
7403,802,Esfera,muelles Ensacados,30 cm,5,3780,"1,63",72,27,4,si,no,,,,,,,,,,,,
7403,802,Esfera,muelles Ensacados,30 cm,5,5934,"1,63",72,27,4,si,no,,,,,,,,,,,,
7464,802,Esfera,muelles Ensacados,30 cm,5,4572,"1,65",70,26,"4,5",no,no,4573,"1,77",78,25,"4,5",no,no,,,,,
8155,802,Esfera,muelles Ensacados,30 cm,5,4659,"1,6",100,39,5,no,no,,,,,,,,,,,,
4712,661,Estrofa,espumación HR,25 cm,4,,,,,,,,4038,"1,77",66,21,4,no,no,,,,,
4712,661,Estrofa,espumación HR,25 cm,4,,,,,,,,6173,"1,77",66,21,4,no,no,,,,,
4962,661,Estrofa,espumación HR,25 cm,4,4110,"1,69",69,24,4,si,no,,,,,,,,,,,,
4962,661,Estrofa,espumación HR,25 cm,4,6243,"1,69",69,24,4,si,no,,,,,,,,,,,,
5611,661,Estrofa,espumación HR,25 cm,4,3912,"1,65",65,24,5,no,no,3911,"1,72",65,22,5,no,no,,,,,
5611,661,Estrofa,espumación HR,25 cm,4,6060,"1,65",65,24,5,no,no,6059,"1,72",65,22,5,no,no,,,,,
8440,841,Everest,muelles Ensacados,31 cm,4,4222,"1,65",57,21,5,no,no,4221,"1,82",102,31,5,no,no,,,,,
8440,841,Everest,muelles Ensacados,31 cm,4,6346,"1,65",57,21,5,no,no,6345,"1,82",102,31,5,no,no,,,,,
8790,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,4244,"1,91",150,41,"4,5",no,no,,,,,
8790,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,6366,"1,91",150,41,"4,5",no,no,,,,,
9284,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,4489,"1,9",70,19,5,no,no,,,,,
9383,841,Everest,muelles Ensacados,31 cm,4,4494,"1,64",70,26,5,no,no,4493,"1,79",85,27,"4,5",no,no,,,,,
9910,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,,,,,,,,4767,"1,6",70,27,4
10074,841,Everest,muelles Ensacados,31 cm,4,4770,"1,65",70,26,"4,5",no,no,,,,,,,,,,,,
10253,841,Everest,muelles Ensacados,31 cm,4,4771,"1,6",60,23,5,si,no,,,,,,,,,,,,
10367,841,Everest,muelles Ensacados,31 cm,4,5034,"1,7",60,21,"4,5",si,no,5033,"1,7",125,43,"4,5",si,si,,,,,
10661,841,Everest,muelles Ensacados,31 cm,4,5042,"1,65",75,28,"4,5",no,no,5041,"1,75",80,26,4,no,no,,,,,
10932,841,Everest,muelles Ensacados,31 cm,4,5066,"1,61",63,24,"4,5",si,no,5065,"1,76",74,24,"4,5",si,no,,,,,
11280,841,Everest,muelles Ensacados,31 cm,4,4775,"1,62",80,30,2,no,no,,,,,,,,,,,,
11420,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,5193,"1,76",70,23,5,no,no,,,,,
11908,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,4757,"1,67",93,33,5,no,no,,,,,
12570,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,5104,"1,75",72,27,5,no,no,,,,,
12727,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,5205,"1,82",95,29,4,no,no,,,,,
12967,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,5209,"1,75",81,26,"3,5",no,no,,,,,
13860,841,Everest,muelles Ensacados,31 cm,4,5148,"1,63",100,38,5,no,-,5149,"1,73",121,40,5,-,-,,,,,
14524,841,Everest,muelles Ensacados,31 cm,4,5236,"1,6",55,21,5,no,no,,,,,,,,,,,,
14822,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,5117,"1,83",88,26,5,no,no,,,,,
15611,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,5264,"1,8",80,25,5,no,no,,,,,
16248,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,2220,"1,98",100,26,5,-,-,,,,,
16500,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,2219,"1,8",75,23,"4,5",no,no,,,,,
17075,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,2227,"1,72",80,27,4,no,no,,,,,
17471,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,2235,"1,75",75,24,5,-,-,,,,,
19765,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,2246,"1,74",96,32,4,si,-,,,,,
20265,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,2259,"1,74",75,25,5,-,no,,,,,
22174,841,Everest,muelles Ensacados,31 cm,4,2894,"1,55",75,31,4,si,no,,,,,,,,,,,,
23189,841,Everest,muelles Ensacados,31 cm,4,2924,"1,65",60,22,5,no,no,2923,"1,82",110,33,5,no,no,,,,,
23612,841,Everest,muelles Ensacados,31 cm,4,,,,,,,,2931,"1,75",75,24,5,no,no,,,,,
25309,841,Everest,muelles Ensacados,31 cm,4,2955,"1,63",60,23,5,no,no,,,,,,,,,,,,
19809,976,Firenze Gel,espumación HR,27 cm,4,,,,,,,,2247,"1,7",68,24,5,no,no,,,,,
19923,976,Firenze Gel,espumación HR,27 cm,4,2248,"1,66",62,22,4,-,-,,,,,,,,,,,,
12303,922,Flamingo (Flex),muelles Ensacados,33 cm,4,,,,,,,,2090,"1,77",110,35,5,no,no,,,,,
13117,922,Flamingo (Flex),muelles Ensacados,33 cm,4,2026,"1,66",63,23,4,no,no,,,,,,,,,,,,
13210,922,Flamingo (Flex),muelles Ensacados,33 cm,4,,,,,,,,2091,"1,7",88,30,"4,5",no,no,,,,,
14038,922,Flamingo (Flex),muelles Ensacados,33 cm,4,,,,,,,,2093,"1,8",70,22,5,no,no,,,,,
14658,922,Flamingo (Flex),muelles Ensacados,33 cm,4,,,,,,,,2099,"1,75",90,29,5,no,no,,,,,
14730,922,Flamingo (Flex),muelles Ensacados,33 cm,4,2101,"1,66",70,25,4,no,no,,,,,,,,,,,,
16349,922,Flamingo (Flex),muelles Ensacados,31 cm,4,2704,"1,6",57,22,5,no,no,,,,,,,,,,,,
16430,922,Flamingo (Flex),muelles Ensacados,31 cm,4,2764,"1,55",60,25,"4,5",no,no,,,,,,,,,,,,
16432,922,Flamingo (Flex),muelles Ensacados,31 cm,4,,,,,,,,2703,"1,85",85,25,5,no,no,,,,,
17235,922,Flamingo (Flex),muelles Ensacados,31 cm,4,,,,,,,,2706,"1,8",90,28,"4,5",no,no,,,,,
18608,922,Flamingo (Flex),muelles Ensacados,31 cm,4,,,,,,,,2716,"1,82",80,24,5,no,no,,,,,
19040,922,Flamingo (Flex),muelles Ensacados,31 cm,4,2730,"1,7",63,22,5,no,no,2731,"1,72",75,25,5,no,no,,,,,
19080,922,Flamingo (Flex),muelles Ensacados,31 cm,4,2735,"1,6",65,25,4,no,no,2734,"1,8",85,26,4,si,no,,,,,
13619,971,Fremont,espumación HR,20 cm,4,2092,"1,6",42,16,5,no,no,,,,,,,,,,,,
14697,971,Fremont,espumación HR,20 cm,4,,,,,,,,2100,"1,62",65,25,4,no,no,,,,,
14752,971,Fremont,espumación HR,20 cm,4,,,,,,,,,,,,,,,2102,"1,4",35,18,5
6574,725,Glamour,espumación HR,26 cm,4,3622,"1,68",72,26,2,si,si,3623,"1,8",90,28,2,si,si,,,,,
6574,725,Glamour,espumación HR,26 cm,4,5784,"1,68",72,26,2,si,si,5785,"1,8",90,28,2,si,si,,,,,
8348,725,Glamour,espumación HR,26 cm,4,4201,"1,6",50,20,"4,5",no,no,4200,"1,78",90,28,"4,5",si,no,,,,,
8348,725,Glamour,espumación HR,26 cm,4,6325,"1,6",50,20,"4,5",no,no,6324,"1,78",90,28,"4,5",si,no,,,,,
9041,725,Glamour,espumación HR,26 cm,4,,,,,,,,4456,"1,9",75,21,5,no,no,,,,,
22863,1093,Globo,muelles Ensacados,26 cm,4,2921,"1,65",59,22,5,no,si,2920,"1,7",69,24,5,no,no,,,,,
23609,1093,Globo,muelles Ensacados,26 cm,4,,,,,,,,3000,"1,93",93,25,5,no,no,,,,,
23668,1093,Globo,muelles Ensacados,26 cm,4,,,,,,,,2932,"1,76",72,23,5,no,no,,,,,
24036,1093,Globo,muelles Ensacados,26 cm,4,,,,,,,,2939,"1,75",80,26,"3,5",no,no,,,,,
27915,1093,Globo,muelles Ensacados,26 cm,4,,,,,,,,3095,"1,9",100,28,5,no,no,,,,,
28470,1093,Globo,muelles Ensacados,26 cm,4,3012,"1,69",62,22,5,no,no,3013,"1,72",75,25,5,no,no,,,,,
30875,1093,Globo,muelles Ensacados,26 cm,4,3023,"1,65",60,22,0,no,no,3024,"1,74",82,27,0,si,no,,,,,
5817,729,Hechizo,espumación HR,22 cm,4,,,,,,,,4000,"1,8",70,22,"4,5",no,no,,,,,
5817,729,Hechizo,espumación HR,22 cm,4,,,,,,,,6135,"1,8",70,22,"4,5",no,no,,,,,
8348,730,Hechizo Compact,espumación HR,20 cm,4,,,,,,,,,,,,,,,4202,"1,4",32,16,"4,5"
8348,730,Hechizo Compact,espumación HR,20 cm,4,,,,,,,,,,,,,,,6326,"1,4",32,16,"4,5"
7484,799,HR Visco Grafeno,espumación HR,24 cm,4,4193,"1,7",70,24,3,si,no,4192,"1,75",80,26,3,si,no,,,,,
7484,799,HR Visco Grafeno,espumación HR,24 cm,4,6317,"1,7",70,24,3,si,no,6316,"1,75",80,26,3,si,no,,,,,
7575,799,HR Visco Grafeno,espumación HR,24 cm,4,,,,,,,,4168,"1,82",76,23,4,si,no,,,,,
7575,799,HR Visco Grafeno,espumación HR,24 cm,4,,,,,,,,6292,"1,82",76,23,4,si,no,,,,,
7809,799,HR Visco Grafeno,espumación HR,24 cm,4,4315,"1,68",50,18,"4,5",no,no,4314,"1,83",80,24,4,no,no,,,,,
8668,799,HR Visco Grafeno,espumación HR,24 cm,4,4317,"1,72",55,19,5,no,no,4316,"1,8",90,28,5,no,no,,,,,
